dt;year; AverageTemperature ;Country
1-05-1996;1996; 20.066 ;Peru
1-02-1971;1971; 20.053 ;Peru
1-06-1993;1993; 20.045 ;Peru
1-09-1980;1980; 20.043 ;Peru
1-11-2006;2006; 20.036 ;Uruguay
1-09-2003;2003; 20.035 ;Peru
1-05-1989;1989; 20.032 ;Paraguay
1-06-1983;1983; 20.022 ;Peru
1-04-1999;1999; 20.022 ;Peru
1-08-2011;2011; 20.017 ;Peru
1-09-1977;1977; 20.013 ;Peru
1-05-1970;1970; 20.011 ;Bolivia
1-08-1972;1972; 20.007 ;Peru
1-09-1992;1992; 20.007 ;Peru
1-05-2003;2003; 20.005 ;Peru
1-05-1980;1980; 20.001 ;Bolivia
1-02-1984;1984; 19.989 ;Peru
1-05-1970;1970; 19.985 ;Peru
1-06-2011;2011; 19.984 ;Peru
1-11-2003;2003; 19.978 ;Uruguay
1-08-2000;2000; 19.975 ;Peru
1-09-2007;2007; 19.967 ;Peru
1-09-1971;1971; 19.959 ;Peru
1-06-2012;2012; 19.959 ;Peru
1-09-1981;1981; 19.958 ;Bolivia
1-10-1985;1985; 15.336 ;Argentina
1-12-1975;1975; 19.956 ;Peru
1-07-1998;1998; 19.955 ;Peru
1-08-1979;1979; 19.954 ;Peru
1-10-1975;1975; 19.951 ;Peru
1-06-1992;1992; 19.946 ;Bolivia
1-05-1986;1986; 19.945 ;Peru
1-05-1973;1973; 19.941 ;Peru
1-05-2000;2000; 19.938 ;Peru
1-10-1980;1980; 19.921 ;Peru
1-08-1981;1981; 19.921 ;Bolivia
1-04-1985;1985; 14.366 ;Argentina
1-09-1985;1985; 12.665 ;Argentina
1-05-1979;1979; 19.909 ;Peru
1-05-1985;1985; 12.205 ;Argentina
1-05-2008;2008; 19.903 ;Paraguay
1-08-1985;1985; 10.026 ;Argentina
1-05-2012;2012; 19.898 ;Bolivia
1-05-2013;2013; 19.894 ;Bolivia
1-04-2004;2004; 19.893 ;Uruguay
1-08-2009;2009; 19.891 ;Bolivia
1-01-1976;1976; 19.886 ;Peru
1-06-1985;1985; 9.526 ;Argentina
1-08-2002;2002; 19.885 ;Peru
1-05-2000;2000; 19.881 ;Paraguay
1-09-2005;2005; 19.877 ;Bolivia
1-07-1987;1987; 19.875 ;Peru
1-08-2010;2010; 19.875 ;Paraguay
1-07-1985;1985; 8.368 ;Argentina
1-03-1986;1986; 18 ;Argentina
1-06-1998;1998; 19.859 ;Peru
1-09-1970;1970; 19.856 ;Peru
1-04-1976;1976; 19.848 ;Peru
1-06-2000;2000; 19.844 ;Paraguay
1-09-1985;1985; 19.839 ;Peru
1-07-1978;1978; 19.837 ;Bolivia
1-08-1994;1994; 19.834 ;Peru
1-04-1971;1971; 19.824 ;Peru
1-05-1982;1982; 19.824 ;Peru
1-08-1989;1989; 19.824 ;Bolivia
1-04-1989;1989; 19.823 ;Peru
1-01-1986;1986; 22.093 ;Argentina
1-07-1977;1977; 19.799 ;Bolivia
1-07-1972;1972; 19.788 ;Peru
1-05-1978;1978; 19.786 ;Peru
1-06-1987;1987; 19.786 ;Peru
1-07-1995;1995; 19.785 ;Peru
1-05-2001;2001; 19.784 ;Peru
1-11-1993;1993; 19.783 ;Uruguay
1-08-2001;2001; 19.783 ;Peru
1-12-1973;1973; 19.782 ;Peru
1-05-1979;1979; 19.782 ;Paraguay
1-10-1971;1971; 19.779 ;Peru
1-08-1993;1993; 19.779 ;Paraguay
1-06-1991;1991; 19.778 ;Peru
1-07-2006;2006; 19.776 ;Peru
1-12-1986;1986; 21.269 ;Argentina
1-02-1986;1986; 20.801 ;Argentina
1-08-2010;2010; 19.771 ;Peru
1-05-1985;1985; 19.764 ;Peru
1-11-1986;1986; 18.174 ;Argentina
1-06-2010;2010; 19.763 ;Peru
1-07-1995;1995; 19.761 ;Bolivia
1-03-2013;2013; 19.755 ;Uruguay
1-09-1978;1978; 19.753 ;Peru
1-08-1983;1983; 19.752 ;Paraguay
1-08-1970;1970; 19.751 ;Bolivia
1-07-1971;1971; 19.746 ;Paraguay
1-09-1973;1973; 19.731 ;Peru
1-08-1988;1988; 19.728 ;Peru
1-10-1986;1986; 15.825 ;Argentina
1-11-2010;2010; 19.723 ;Uruguay
1-08-1976;1976; 19.721 ;Bolivia
1-05-1996;1996; 19.709 ;Bolivia
1-05-1990;1990; 19.707 ;Bolivia
1-05-2006;2006; 19.704 ;Peru
1-06-1991;1991; 19.699 ;Paraguay
1-06-1975;1975; 19.695 ;Paraguay
1-08-1982;1982; 19.695 ;Peru
1-06-2010;2010; 19.687 ;Paraguay
1-08-2007;2007; 19.684 ;Peru
1-07-2008;2008; 19.679 ;Bolivia
1-04-1986;1986; 15.206 ;Argentina
1-08-1980;1980; 19.666 ;Peru
1-08-1975;1975; 19.663 ;Bolivia
1-07-2012;2012; 19.655 ;Peru
1-09-1986;1986; 12.551 ;Argentina
1-09-1976;1976; 19.643 ;Peru
1-05-2000;2000; 19.634 ;Bolivia
1-08-1989;1989; 19.619 ;Peru
1-08-1992;1992; 19.616 ;Peru
1-05-1977;1977; 19.614 ;Peru
1-09-1975;1975; 19.608 ;Peru
1-05-1973;1973; 19.603 ;Bolivia
1-05-1986;1986; 11.586 ;Argentina
1-08-2006;2006; 19.599 ;Bolivia
1-06-2011;2011; 19.599 ;Bolivia
1-08-1977;1977; 19.597 ;Peru
1-05-1999;1999; 19.593 ;Paraguay
1-07-1997;1997; 19.591 ;Bolivia
1-08-1970;1970; 19.589 ;Peru
1-06-1977;1977; 19.589 ;Paraguay
1-08-1985;1985; 19.588 ;Bolivia
1-08-1996;1996; 19.588 ;Peru
1-08-1970;1970; 19.583 ;Paraguay
1-05-1979;1979; 19.581 ;Bolivia
1-09-1981;1981; 19.577 ;Peru
1-05-1976;1976; 19.573 ;Paraguay
1-06-2006;2006; 19.573 ;Peru
1-05-1998;1998; 19.572 ;Paraguay
1-06-2005;2005; 19.567 ;Peru
1-07-2011;2011; 19.565 ;Peru
1-08-1972;1972; 19.563 ;Paraguay
1-11-1975;1975; 19.556 ;Uruguay
1-06-2004;2004; 19.555 ;Paraguay
1-08-1990;1990; 19.551 ;Peru
1-06-1994;1994; 19.542 ;Bolivia
1-08-1993;1993; 19.538 ;Peru
1-05-2007;2007; 19.528 ;Peru
1-08-1986;1986; 10.189 ;Argentina
1-08-2004;2004; 19.523 ;Peru
1-05-1999;1999; 19.522 ;Peru
1-07-2009;2009; 19.518 ;Peru
1-11-1978;1978; 19.516 ;Uruguay
1-08-2003;2003; 19.516 ;Peru
1-05-1999;1999; 19.513 ;Bolivia
1-08-1984;1984; 19.509 ;Peru
1-07-1986;1986; 9.157 ;Argentina
1-05-1976;1976; 19.507 ;Peru
1-06-1980;1980; 19.506 ;Peru
1-08-2010;2010; 19.505 ;Bolivia
1-11-1980;1980; 19.503 ;Uruguay
1-08-1987;1987; 19.498 ;Paraguay
1-08-1999;1999; 19.497 ;Bolivia
1-04-1970;1970; 19.491 ;Uruguay
1-04-1987;1987; 15 ;Argentina
1-11-1984;1984; 19.486 ;Uruguay
1-01-1987;1987; 22.212 ;Argentina
1-08-1971;1971; 19.477 ;Bolivia
1-06-1994;1994; 19.475 ;Peru
1-05-1987;1987; 19.472 ;Bolivia
1-07-2008;2008; 19.471 ;Peru
1-07-2011;2011; 19.465 ;Bolivia
1-07-2003;2003; 19.453 ;Paraguay
1-11-2004;2004; 19.447 ;Uruguay
1-06-1978;1978; 19.444 ;Paraguay
1-06-1973;1973; 19.441 ;Peru
1-06-2007;2007; 19.438 ;Paraguay
1-08-1998;1998; 19.435 ;Paraguay
1-05-2004;2004; 19.435 ;Peru
1-07-1994;1994; 19.431 ;Paraguay
1-08-1981;1981; 19.424 ;Peru
1-09-2005;2005; 19.424 ;Paraguay
1-02-1987;1987; 21.631 ;Argentina
1-08-1993;1993; 19.422 ;Bolivia
1-05-1971;1971; 19.411 ;Peru
1-12-1987;1987; 19.764 ;Argentina
1-08-1977;1977; 19.403 ;Bolivia
1-08-1985;1985; 19.402 ;Paraguay
1-08-1999;1999; 19.386 ;Peru
1-06-2002;2002; 19.381 ;Peru
1-06-2003;2003; 19.381 ;Peru
1-06-1986;1986; 19.374 ;Bolivia
1-06-1984;1984; 19.371 ;Peru
1-05-1990;1990; 19.368 ;Paraguay
1-05-1982;1982; 19.365 ;Bolivia
1-07-1982;1982; 19.365 ;Peru
1-05-1989;1989; 19.362 ;Peru
1-06-2009;2009; 19.358 ;Peru
1-11-2007;2007; 19.349 ;Uruguay
1-05-1995;1995; 19.348 ;Paraguay
1-06-2013;2013; 19.342 ;Paraguay
1-06-1982;1982; 19.341 ;Peru
1-05-1978;1978; 19.335 ;Bolivia
1-06-2000;2000; 19.335 ;Peru
1-08-1971;1971; 19.331 ;Peru
1-04-1982;1982; 19.331 ;Uruguay
1-11-1987;1987; 19.156 ;Argentina
1-06-1989;1989; 19.327 ;Paraguay
1-06-1986;1986; 19.325 ;Peru
1-05-2011;2011; 19.323 ;Bolivia
1-11-1991;1991; 19.319 ;Uruguay
1-06-1993;1993; 19.316 ;Paraguay
1-06-2013;2013; 19.312 ;Peru
1-08-1975;1975; 19.296 ;Peru
1-05-1998;1998; 19.288 ;Bolivia
1-03-1987;1987; 19.089 ;Argentina
1-10-1987;1987; 15.992 ;Argentina
1-06-1982;1982; 19.252 ;Paraguay
1-06-1973;1973; 19.247 ;Paraguay
1-11-2000;2000; 19.247 ;Uruguay
1-06-1970;1970; 19.235 ;Peru
1-08-1991;1991; 19.232 ;Peru
1-09-1987;1987; 11.757 ;Argentina
1-07-1984;1984; 19.228 ;Peru
1-05-1971;1971; 19.226 ;Paraguay
1-06-2005;2005; 19.225 ;Bolivia
1-08-1985;1985; 19.222 ;Peru
1-07-1987;1987; 9.732 ;Argentina
1-06-1997;1997; 19.212 ;Paraguay
1-07-1993;1993; 19.209 ;Peru
1-07-2006;2006; 19.203 ;Bolivia
1-06-2003;2003; 19.201 ;Bolivia
1-08-1984;1984; 19.192 ;Bolivia
1-07-1994;1994; 19.191 ;Peru
1-05-1975;1975; 19.184 ;Bolivia
1-06-1990;1990; 19.175 ;Peru
1-05-1987;1987; 9.264 ;Argentina
1-07-2003;2003; 19.168 ;Peru
1-10-2002;2002; 19.166 ;Uruguay
1-08-2013;2013; 19.163 ;Peru
1-10-2006;2006; 19.162 ;Uruguay
1-08-1972;1972; 19.159 ;Bolivia
1-08-1987;1987; 9.166 ;Argentina
1-06-1995;1995; 19.156 ;Bolivia
1-07-1991;1991; 19.149 ;Peru
1-07-1980;1980; 19.138 ;Peru
1-06-2010;2010; 19.135 ;Bolivia
1-05-2001;2001; 19.128 ;Paraguay
1-08-1992;1992; 19.121 ;Bolivia
1-06-1978;1978; 19.111 ;Peru
1-08-1997;1997; 19.102 ;Bolivia
1-08-1973;1973; 19.101 ;Peru
1-06-1993;1993; 19.101 ;Bolivia
1-09-1988;1988; 12 ;Argentina
1-04-1993;1993; 19.098 ;Uruguay
1-07-2005;2005; 19.092 ;Peru
1-12-1988;1988; 21.711 ;Argentina
1-07-1976;1976; 19.084 ;Paraguay
1-06-1999;1999; 19.075 ;Peru
1-07-2011;2011; 19.061 ;Paraguay
1-07-1982;1982; 19.058 ;Bolivia
1-01-1988;1988; 21.292 ;Argentina
1-06-1975;1975; 19.031 ;Peru
1-06-2007;2007; 19.012 ;Peru
1-06-1989;1989; 18.995 ;Peru
1-06-2011;2011; 18.989 ;Paraguay
1-02-1988;1988; 20.814 ;Argentina
1-06-2006;2006; 18.976 ;Bolivia
1-07-1978;1978; 18.972 ;Peru
1-05-1976;1976; 18.967 ;Bolivia
1-06-1985;1985; 18.957 ;Paraguay
1-11-1988;1988; 19.908 ;Argentina
1-03-1988;1988; 19.773 ;Argentina
1-07-1998;1998; 18.945 ;Bolivia
1-04-1986;1986; 18.931 ;Uruguay
1-08-1978;1978; 18.916 ;Peru
1-06-1989;1989; 18.909 ;Bolivia
1-06-1979;1979; 18.893 ;Peru
1-07-2010;2010; 18.889 ;Peru
1-08-1978;1978; 18.887 ;Paraguay
1-10-1977;1977; 18.886 ;Uruguay
1-06-1971;1971; 18.885 ;Peru
1-06-1976;1976; 18.885 ;Peru
1-07-1991;1991; 18.883 ;Paraguay
1-07-2007;2007; 18.883 ;Peru
1-07-1971;1971; 18.876 ;Peru
1-07-1986;1986; 18.869 ;Paraguay
1-10-1988;1988; 14.905 ;Argentina
1-07-1976;1976; 18.859 ;Peru
1-06-1997;1997; 18.853 ;Bolivia
1-04-1988;1988; 14.051 ;Argentina
1-06-1985;1985; 18.851 ;Peru
1-08-1988;1988; 9.961 ;Argentina
1-07-2004;2004; 18.842 ;Peru
1-07-1994;1994; 18.841 ;Bolivia
1-07-1999;1999; 18.839 ;Peru
1-05-1977;1977; 18.836 ;Bolivia
1-06-2004;2004; 18.834 ;Peru
1-06-1991;1991; 18.833 ;Bolivia
1-06-2012;2012; 18.831 ;Paraguay
1-06-2013;2013; 18.831 ;Bolivia
1-06-1996;1996; 18.827 ;Peru
1-04-2009;2009; 18.827 ;Uruguay
1-05-2001;2001; 18.806 ;Bolivia
1-07-2013;2013; 18.803 ;Paraguay
1-06-2008;2008; 18.801 ;Peru
1-05-2010;2010; 18.795 ;Bolivia
1-05-1988;1988; 9.279 ;Argentina
1-06-1988;1988; 18.784 ;Peru
1-07-2002;2002; 18.781 ;Peru
1-12-1989;1989; 22 ;Argentina
1-04-1996;1996; 18.771 ;Uruguay
1-07-1996;1996; 18.768 ;Peru
1-05-2006;2006; 18.766 ;Paraguay
1-07-2001;2001; 18.765 ;Bolivia
1-08-2003;2003; 18.765 ;Bolivia
1-04-1989;1989; 15 ;Argentina
1-01-1989;1989; 22.556 ;Argentina
1-02-1989;1989; 22.553 ;Argentina
1-07-1989;1989; 18.743 ;Peru
1-04-1997;1997; 18.736 ;Uruguay
1-06-2007;2007; 18.736 ;Bolivia
1-04-2011;2011; 18.728 ;Uruguay
1-11-1989;1989; 19.265 ;Argentina
1-03-1989;1989; 18.405 ;Argentina
1-11-1979;1979; 18.698 ;Uruguay
1-07-2004;2004; 18.695 ;Paraguay
1-10-1989;1989; 15.857 ;Argentina
1-07-1986;1986; 18.694 ;Peru
1-11-1992;1992; 18.693 ;Uruguay
1-05-1988;1988; 18.688 ;Bolivia
1-07-1972;1972; 18.682 ;Paraguay
1-09-1989;1989; 11.565 ;Argentina
1-08-1978;1978; 18.675 ;Bolivia
1-07-1992;1992; 18.673 ;Peru
1-06-2002;2002; 18.671 ;Paraguay
1-07-1976;1976; 18.668 ;Bolivia
1-05-1989;1989; 11.115 ;Argentina
1-06-2001;2001; 18.662 ;Paraguay
1-04-1989;1989; 18.652 ;Uruguay
1-05-1989;1989; 18.639 ;Bolivia
1-10-1990;1990; 18.639 ;Uruguay
1-07-1985;1985; 18.631 ;Peru
1-08-1989;1989; 10.656 ;Argentina
1-06-1989;1989; 9.686 ;Argentina
1-07-1990;1990; 18.613 ;Peru
1-06-1973;1973; 18.611 ;Bolivia
1-06-1970;1970; 18.603 ;Bolivia
1-07-1970;1970; 18.598 ;Peru
1-07-1991;1991; 18.587 ;Bolivia
1-04-1987;1987; 18.586 ;Uruguay
1-06-1998;1998; 18.585 ;Paraguay
1-07-1973;1973; 18.583 ;Peru
1-05-2010;2010; 18.579 ;Paraguay
1-06-1985;1985; 18.572 ;Bolivia
1-06-2001;2001; 18.572 ;Peru
1-07-1990;1990; 8 ;Argentina
1-07-2000;2000; 18.571 ;Peru
1-07-1981;1981; 18.555 ;Peru
1-07-2013;2013; 18.544 ;Peru
1-01-1990;1990; 22.032 ;Argentina
1-02-1990;1990; 20.844 ;Argentina
1-08-2007;2007; 18.507 ;Bolivia
1-07-1971;1971; 18.504 ;Bolivia
1-12-1990;1990; 20.493 ;Argentina
1-08-2013;2013; 18.504 ;Bolivia
1-04-1990;1990; 18.502 ;Uruguay
1-11-1990;1990; 19.229 ;Argentina
1-03-1990;1990; 18.194 ;Argentina
1-11-1972;1972; 18.484 ;Uruguay
1-04-2006;2006; 18.478 ;Uruguay
1-10-1990;1990; 16.636 ;Argentina
1-07-2005;2005; 18.473 ;Bolivia
1-06-1999;1999; 18.469 ;Paraguay
1-08-2007;2007; 18.458 ;Paraguay
1-07-2005;2005; 18.438 ;Paraguay
1-08-2013;2013; 18.438 ;Paraguay
1-07-1985;1985; 18.432 ;Paraguay
1-06-1978;1978; 18.412 ;Bolivia
1-04-1990;1990; 14.242 ;Argentina
1-11-1973;1973; 18.402 ;Uruguay
1-06-1977;1977; 18.397 ;Bolivia
1-05-1971;1971; 18.396 ;Bolivia
1-08-1990;1990; 11.754 ;Argentina
1-05-2007;2007; 18.379 ;Paraguay
1-07-1970;1970; 18.372 ;Paraguay
1-08-1973;1973; 18.368 ;Bolivia
1-04-2001;2001; 18.363 ;Uruguay
1-06-1987;1987; 18.355 ;Bolivia
1-09-1990;1990; 11.703 ;Argentina
1-10-1984;1984; 18.334 ;Uruguay
1-06-2012;2012; 18.334 ;Bolivia
1-07-1985;1985; 18.305 ;Bolivia
1-04-1991;1991; 18.286 ;Uruguay
1-05-1990;1990; 10.831 ;Argentina
1-06-1990;1990; 8.023 ;Argentina
1-07-1975;1975; 18.245 ;Peru
1-08-1991;1991; 10 ;Argentina
1-06-1987;1987; 18.226 ;Paraguay
1-10-2003;2003; 18.219 ;Uruguay
1-05-2008;2008; 18.212 ;Bolivia
1-01-1991;1991; 21.354 ;Argentina
1-02-1991;1991; 20.607 ;Argentina
1-12-1991;1991; 19.603 ;Argentina
1-04-2013;2013; 18.187 ;Uruguay
1-04-1973;1973; 18.184 ;Uruguay
1-07-1983;1983; 18.177 ;Bolivia
1-05-2007;2007; 18.177 ;Bolivia
1-03-1991;1991; 19.525 ;Argentina
1-06-1982;1982; 18.173 ;Bolivia
1-07-1980;1980; 18.172 ;Paraguay
1-11-1991;1991; 18.241 ;Argentina
1-10-2001;2001; 18.149 ;Uruguay
1-05-1981;1981; 18.131 ;Uruguay
1-04-2008;2008; 18.109 ;Uruguay
1-04-1991;1991; 15.355 ;Argentina
1-10-1998;1998; 18.101 ;Uruguay
1-11-1970;1970; 18.098 ;Uruguay
1-10-1993;1993; 18.095 ;Uruguay
1-07-2002;2002; 18.091 ;Paraguay
1-05-1987;1987; 18.077 ;Paraguay
1-07-1979;1979; 18.053 ;Bolivia
1-10-1991;1991; 14.489 ;Argentina
1-09-1991;1991; 13.122 ;Argentina
1-06-1980;1980; 18.022 ;Paraguay
1-06-1998;1998; 18.013 ;Bolivia
1-04-1981;1981; 18.011 ;Uruguay
1-08-1984;1984; 18.007 ;Paraguay
1-07-1989;1989; 18.004 ;Bolivia
1-05-1991;1991; 12.574 ;Argentina
1-07-2010;2010; 17.988 ;Paraguay
1-07-1992;1992; 6 ;Argentina
1-07-1993;1993; 17.947 ;Bolivia
1-02-1992;1992; 20 ;Argentina
1-06-1979;1979; 17.919 ;Paraguay
1-07-1981;1981; 17.916 ;Paraguay
1-04-1998;1998; 17.915 ;Uruguay
1-10-1983;1983; 17.914 ;Uruguay
1-05-1988;1988; 17.912 ;Paraguay
1-07-2003;2003; 17.886 ;Bolivia
1-06-1976;1976; 17.878 ;Paraguay
1-07-2009;2009; 17.872 ;Bolivia
1-10-1978;1978; 17.869 ;Uruguay
1-07-1986;1986; 17.858 ;Bolivia
1-01-1992;1992; 21.654 ;Argentina
1-07-1989;1989; 17.852 ;Paraguay
1-04-1992;1992; 17.851 ;Uruguay
1-07-1980;1980; 17.829 ;Bolivia
1-06-1984;1984; 17.815 ;Bolivia
1-04-1977;1977; 17.805 ;Uruguay
1-04-1975;1975; 17.775 ;Uruguay
1-06-1980;1980; 17.731 ;Bolivia
1-04-1994;1994; 17.695 ;Uruguay
1-06-2000;2000; 17.693 ;Bolivia
1-12-1992;1992; 20.257 ;Argentina
1-04-2010;2010; 17.681 ;Uruguay
1-07-1999;1999; 17.679 ;Paraguay
1-07-2012;2012; 17.679 ;Bolivia
1-07-1983;1983; 17.677 ;Paraguay
1-03-1992;1992; 19.646 ;Argentina
1-10-2008;2008; 17.645 ;Uruguay
1-11-1992;1992; 17.313 ;Argentina
1-06-1976;1976; 17.575 ;Bolivia
1-10-1992;1992; 15.466 ;Argentina
1-10-1997;1997; 17.557 ;Uruguay
1-06-1988;1988; 17.549 ;Paraguay
1-06-2002;2002; 17.542 ;Bolivia
1-08-1973;1973; 17.537 ;Paraguay
1-07-2002;2002; 17.516 ;Bolivia
1-06-1990;1990; 17.463 ;Bolivia
1-10-1985;1985; 17.457 ;Uruguay
1-04-1992;1992; 14.426 ;Argentina
1-05-2004;2004; 17.443 ;Bolivia
1-09-1992;1992; 12.187 ;Argentina
1-10-1979;1979; 17.416 ;Uruguay
1-10-2000;2000; 17.413 ;Uruguay
1-04-2002;2002; 17.409 ;Uruguay
1-05-1992;1992; 10.602 ;Argentina
1-07-2009;2009; 17.381 ;Paraguay
1-06-1979;1979; 17.379 ;Bolivia
1-07-1999;1999; 17.379 ;Bolivia
1-08-1992;1992; 10.115 ;Argentina
1-04-1985;1985; 17.343 ;Uruguay
1-07-1973;1973; 17.337 ;Paraguay
1-06-1992;1992; 9.034 ;Argentina
1-07-2007;2007; 17.331 ;Bolivia
1-06-1981;1981; 17.328 ;Paraguay
1-06-1984;1984; 17.325 ;Paraguay
1-10-1993;1993; 16 ;Argentina
1-06-2009;2009; 17.312 ;Bolivia
1-07-1981;1981; 17.291 ;Bolivia
1-06-2009;2009; 17.291 ;Paraguay
1-04-1972;1972; 17.285 ;Uruguay
1-07-1975;1975; 17.283 ;Bolivia
1-06-1981;1981; 17.283 ;Bolivia
1-10-1971;1971; 17.276 ;Uruguay
1-10-1992;1992; 17.244 ;Uruguay
1-07-1975;1975; 17.242 ;Paraguay
1-10-1994;1994; 17.203 ;Uruguay
1-04-1984;1984; 17.152 ;Uruguay
1-07-2012;2012; 17.144 ;Paraguay
1-10-1999;1999; 17.137 ;Uruguay
1-05-2004;2004; 17.135 ;Paraguay
1-10-2009;2009; 17.099 ;Uruguay
1-10-1987;1987; 17.079 ;Uruguay
1-07-1973;1973; 17.053 ;Bolivia
1-04-2003;2003; 17.026 ;Uruguay
1-04-1979;1979; 17.015 ;Uruguay
1-06-1990;1990; 17.015 ;Paraguay
1-07-1990;1990; 17.009 ;Bolivia
1-06-1971;1971; 16.943 ;Bolivia
1-10-1986;1986; 16.943 ;Uruguay
1-10-2011;2011; 16.919 ;Uruguay
1-04-1993;1993; 15 ;Argentina
1-09-2007;2007; 16.911 ;Uruguay
1-04-2005;2005; 16.905 ;Uruguay
1-06-2008;2008; 16.898 ;Paraguay
1-07-1988;1988; 16.896 ;Bolivia
1-10-2004;2004; 16.895 ;Uruguay
1-05-1993;1993; 11 ;Argentina
1-10-1980;1980; 16.837 ;Uruguay
1-06-1996;1996; 16.802 ;Bolivia
1-05-1991;1991; 16.791 ;Uruguay
1-10-1991;1991; 16.791 ;Uruguay
1-07-2007;2007; 16.791 ;Paraguay
1-01-1993;1993; 21.623 ;Argentina
1-10-1989;1989; 16.739 ;Uruguay
1-05-1994;1994; 16.724 ;Uruguay
1-10-1981;1981; 16.691 ;Uruguay
1-05-1980;1980; 16.688 ;Uruguay
1-12-1993;1993; 20.699 ;Argentina
1-02-1993;1993; 20.556 ;Argentina
1-10-2010;2010; 16.627 ;Uruguay
1-10-1982;1982; 16.624 ;Uruguay
1-05-2012;2012; 16.617 ;Uruguay
1-04-1976;1976; 16.589 ;Uruguay
1-10-1975;1975; 16.587 ;Uruguay
1-03-1993;1993; 19.902 ;Argentina
1-05-1972;1972; 16.553 ;Uruguay
1-06-2008;2008; 16.545 ;Bolivia
1-10-1976;1976; 16.543 ;Uruguay
1-07-1988;1988; 16.509 ;Paraguay
1-05-2002;2002; 16.508 ;Uruguay
1-11-1993;1993; 18.273 ;Argentina
1-04-1978;1978; 16.462 ;Uruguay
1-10-2005;2005; 16.429 ;Uruguay
1-04-1999;1999; 16.418 ;Uruguay
1-09-1993;1993; 12.104 ;Argentina
1-08-1993;1993; 10.587 ;Argentina
1-06-1983;1983; 16.387 ;Bolivia
1-10-1995;1995; 16.357 ;Uruguay
1-06-1996;1996; 16.317 ;Paraguay
1-06-1993;1993; 8.504 ;Argentina
1-04-1988;1988; 16.298 ;Uruguay
1-08-2001;2001; 16.296 ;Uruguay
1-10-1988;1988; 16.268 ;Uruguay
1-06-1994;1994; 10 ;Argentina
1-09-1977;1977; 16.165 ;Uruguay
1-12-1994;1994; 22.367 ;Argentina
1-01-1994;1994; 21.827 ;Argentina
1-02-1994;1994; 20.087 ;Argentina
1-09-1982;1982; 16.119 ;Uruguay
1-03-1994;1994; 18.868 ;Argentina
1-07-2000;2000; 16.021 ;Bolivia
1-09-1994;1994; 16.017 ;Uruguay
1-07-1990;1990; 16.006 ;Paraguay
1-09-1991;1991; 16.003 ;Uruguay
1-11-1994;1994; 18.764 ;Argentina
1-10-1994;1994; 15.359 ;Argentina
1-04-1994;1994; 14.641 ;Argentina
1-05-1997;1997; 15.844 ;Uruguay
1-09-2012;2012; 15.843 ;Uruguay
1-09-1994;1994; 13.785 ;Argentina
1-05-1994;1994; 12.866 ;Argentina
1-08-1994;1994; 10.329 ;Argentina
1-09-1971;1971; 15.818 ;Uruguay
1-11-1995;1995; 19 ;Argentina
1-10-1970;1970; 15.764 ;Uruguay
1-05-2009;2009; 15.726 ;Uruguay
1-12-1995;1995; 22.485 ;Argentina
1-09-2004;2004; 15.721 ;Uruguay
1-05-1982;1982; 15.699 ;Uruguay
1-10-1972;1972; 15.583 ;Uruguay
1-01-1995;1995; 21.172 ;Argentina
1-02-1995;1995; 19.817 ;Argentina
1-09-1986;1986; 15.531 ;Uruguay
1-03-1995;1995; 18.531 ;Argentina
1-10-1995;1995; 15.524 ;Argentina
1-04-1995;1995; 15.018 ;Argentina
1-09-1995;1995; 13.009 ;Argentina
1-05-1995;1995; 11.512 ;Argentina
1-05-1975;1975; 15.502 ;Uruguay
1-06-1995;1995; 8.453 ;Argentina
1-01-1983;1983; 15.493 ;Chile
1-09-1999;1999; 15.472 ;Uruguay
1-07-1995;1995; 7.629 ;Argentina
1-09-1978;1978; 15.465 ;Uruguay
1-03-1996;1996; 19 ;Argentina
1-01-2012;2012; 15.435 ;Chile
1-05-1996;1996; 12 ;Argentina
1-01-1996;1996; 21.089 ;Argentina
1-12-1996;1996; 20.509 ;Argentina
1-04-1971;1971; 15.397 ;Uruguay
1-02-1996;1996; 20.087 ;Argentina
1-11-1996;1996; 19.287 ;Argentina
1-09-1970;1970; 15.377 ;Uruguay
1-05-2005;2005; 15.373 ;Uruguay
1-10-1996;1996; 16.155 ;Argentina
1-04-1996;1996; 14.727 ;Argentina
1-07-1992;1992; 15.342 ;Paraguay
1-09-1996;1996; 12.602 ;Argentina
1-05-2010;2010; 15.297 ;Uruguay
1-08-1996;1996; 11.684 ;Argentina
1-07-1996;1996; 7.544 ;Argentina
1-11-1997;1997; 18 ;Argentina
1-08-2012;2012; 15.242 ;Uruguay
1-01-2013;2013; 15.224 ;Chile
1-09-2011;2011; 15.216 ;Uruguay
1-01-1997;1997; 22.436 ;Argentina
1-05-2003;2003; 15.139 ;Uruguay
1-05-1998;1998; 15.132 ;Uruguay
1-09-2010;2010; 15.129 ;Uruguay
1-07-2000;2000; 15.119 ;Paraguay
1-12-1997;1997; 20.377 ;Argentina
1-02-1997;1997; 19.921 ;Argentina
1-06-2005;2005; 15.111 ;Uruguay
1-09-1985;1985; 15.105 ;Uruguay
1-03-1997;1997; 19.032 ;Argentina
1-02-2005;2005; 15.089 ;Chile
1-04-1997;1997; 16.061 ;Argentina
1-05-2008;2008; 15.063 ;Uruguay
1-10-1997;1997; 15.524 ;Argentina
